ranking,npsn,nama_sekolah,provinsi,kab_kota,jenis,akreditasi,indeks_sekolah,kuota_eligible
237,20329847,SMAN 1 TEGAL,JAWA TENGAH,KOTA TEGAL,SMA,B,96.46,0.25
238,20542500,SMA NEGERI 1 TRENGGALEK,JAWA TIMUR,KAB. TRENGGALEK,SMA,B,96.44,0.25
239,20400391,SMA NEGERI 1 JETIS,DI YOGYAKARTA,KAB. BANTUL,SMA,B,96.43,0.25
240,20501706,SMAN 1 SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,SMA,B,96.41,0.25
241,20505009,SMAN 1 TUBAN,JAWA TIMUR,KAB. TUBAN,SMA,B,96.4,0.25
242,20603342,SMAS ISLAM AL-AZHAR BSD,BANTEN,KOTA TANGERANG SELATAN,SMA,B,96.38,0.25
243,20102566,SMAN 82 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,96.37,0.25
244,69786332,SMA ISLAM TERPADU AL USWAH,JAWA TIMUR,KOTA SURABAYA,SMA,B,96.35,0.25
245,20327968,SMAN 3 SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,SMA,B,96.34,0.25
246,20100797,SMAN 52 JAKARTA,DKI JAKARTA,KOTA JAKARTA UTARA,SMA,B,96.32,0.25
247,40301037,SMAN 5 GOWA,SULAWESI SELATAN,KAB. GOWA,SMA,B,96.31,0.25
248,20511965,SMAN 2 PARE,JAWA TIMUR,KAB. KEDIRI,SMA,B,96.29,0.25
249,20400390,SMA NEGERI 1 KASIHAN,DI YOGYAKARTA,KAB. BANTUL,SMA,B,96.28,0.25
250,20276416,SMAS LABSCHOOL CIBUBUR,JAWA BARAT,KOTA BEKASI,SMA,B,96.26,0.25
251,20100780,SMAN 80 JAKARTA,DKI JAKARTA,KOTA JAKARTA UTARA,SMA,B,96.25,0.25
252,20341554,SMAS IT NURHIDAYAH,JAWA TENGAH,KAB. SUKOHARJO,SMA,B,96.23,0.25
253,20102572,SMAN 63 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,96.22,0.25
254,30401787,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,KALIMANTAN TIMUR,KOTA BONTANG,SMA,B,96.2,0.25
255,69816259,SMA IBNU HAJAR BOARDING SCHOOL,JAWA BARAT,KOTA DEPOK,SMA,B,96.19,0.25
256,20102213,SMAN 37 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,96.17,0.25
257,20603371,SMAS PLUS PEMBANGUNAN JAYA,BANTEN,KOTA TANGERANG SELATAN,SMA,B,96.16,0.25
258,20328894,SMA NEGERI 04,JAWA TENGAH,KOTA SEMARANG,SMA,B,96.14,0.25
259,20606833,SMAS STRADA ST AQUINO,BANTEN,KOTA TANGERANG,SMA,B,96.13,0.25
260,20253167,SMAS ISLAM AL-AZHAR 4,JAWA BARAT,KOTA BEKASI,SMA,B,96.11,0.25
261,20320242,SMA NEGERI 1 UNGARAN,JAWA TENGAH,KAB. SEMARANG,SMA,B,96.1,0.25
262,20536288,SMAN 1 PROBOLINGGO,JAWA TIMUR,KOTA PROBOLINGGO,SMA,B,96.08,0.25
263,20327972,SMAN 7 SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,SMA,B,96.07,0.25
264,20328892,SMA NEGERI 06,JAWA TENGAH,KOTA SEMARANG,SMA,B,96.05,0.25
265,20112433,SMAS JAKARTA ISLAMIC SCHOOL,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,96.04,0.25
266,20536817,SMAN 1 BATU,JAWA TIMUR,KOTA BATU,SMA,B,96.02,0.25
267,20502726,SMAN 1 PURI,JAWA TIMUR,KAB. MOJOKERTO,SMA,B,96.01,0.25
268,10263550,SMAN 2 LINTONGNIHUTA,SUMATERA UTARA,KAB. HUMBANG HASUDUTAN,SMA,B,95.99,0.25
269,10263742,MAS PERGURUAN ISLAM AR RISALAH,SUMATERA BARAT,KOTA PADANG,MA,B,95.98,0.25
270,20101586,SMAN 85 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,B,95.96,0.25
271,20102210,SMAN 46 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,95.95,0.25
272,20337604,SMK NEGERI 7 SEMARANG,JAWA TENGAH,KOTA SEMARANG,SMK,B,95.93,0.25
273,69929336,SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL,JAWA TENGAH,KAB. SRAGEN,SMA,B,95.92,0.25
274,20580757,MAS UNGGULAN AMANATUL UMMAH SURABAYA,JAWA TIMUR,KOTA SURABAYA,MA,B,95.9,0.25
275,20103280,SMAN 36 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.89,0.25
276,20515430,SMAN 1 KEDUNGWARU,JAWA TIMUR,KAB. TULUNGAGUNG,SMA,B,95.87,0.25
277,10261532,SMA UNGGULAN CT FOUNDATION,SUMATERA UTARA,KAB. DELI SERDANG,SMA,B,95.86,0.25
278,20533640,SMAN 8,JAWA TIMUR,KOTA MALANG,SMA,B,95.84,0.25
279,20534389,SMAN 1 KEDIRI,JAWA TIMUR,KOTA KEDIRI,SMA,B,95.83,0.25
280,20102562,SMAN 97 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,95.81,0.25
281,20100224,SMAN 30 JAKARTA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,B,95.8,0.25
282,69964214,SMA NEGERI TARUNA NALA JAWA TIMUR,JAWA TIMUR,KOTA MALANG,SMA,B,95.78,0.25
283,20309689,SMAN 2 KLATEN,JAWA TENGAH,KAB. KLATEN,SMA,B,95.77,0.25
284,20223817,SMAN 3 KOTA DEPOK,JAWA BARAT,KOTA DEPOK,SMA,B,95.75,0.25
285,20200686,SMAS DWI WARNA,JAWA BARAT,KAB. BOGOR,SMA,B,95.74,0.25
286,10307799,SMAN 3 BATU SANGKAR,SUMATERA BARAT,KAB. TANAH DATAR,SMA,B,95.72,0.25
287,69976449,MAN INSAN CENDEKIA SAMBAS,KALIMANTAN BARAT,KAB. SAMBAS,MA,B,95.71,0.25
288,20314885,SMAN 1 BLORA,JAWA TENGAH,KAB. BLORA,SMA,B,95.69,0.25
289,20510150,SMAN 1 PONOROGO,JAWA TIMUR,KAB. PONOROGO,SMA,B,95.68,0.25
290,20102565,SMAN 86 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,95.66,0.25
291,20220332,SMAN 3 BOGOR,JAWA BARAT,KOTA BOGOR,SMA,B,95.65,0.25
292,10210873,SMAN 1 MEDAN,SUMATERA UTARA,KOTA MEDAN,SMA,B,95.63,0.25
293,20200681,SMAN 1 CILEUNGSI,JAWA BARAT,KAB. BOGOR,SMA,B,95.62,0.25
294,20229161,SMAS MARDI YUANA PANCORAN MAS,JAWA BARAT,KOTA DEPOK,SMA,B,95.6,0.25
295,20328913,SMA SEDES SAPIENTIAE,JAWA TENGAH,KOTA SEMARANG,SMA,B,95.59,0.25
296,20328449,SMAN 3 SALATIGA,JAWA TENGAH,KOTA SALATIGA,SMA,B,95.57,0.25
297,20223046,SMAN 3 BEKASI,JAWA BARAT,KOTA BEKASI,SMA,B,95.56,0.25
298,20219254,SMAN 2 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,B,95.54,0.25
299,20400381,SMA NEGERI 2 BANTUL,DI YOGYAKARTA,KAB. BANTUL,SMA,B,95.53,0.25
300,20331978,SMAN 2 MAGELANG,JAWA TENGAH,KOTA MAGELANG,SMA,B,95.51,0.25
301,20219241,SMAN 12 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,B,95.5,0.25
302,30401809,SMAS YAYASAN PUPUK KALTIM BONTANG,KALIMANTAN TIMUR,KOTA BONTANG,SMA,B,95.48,0.25
303,20103286,SMAN 113 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.47,0.25
304,69774555,SMA ISLAM AL-AZHAR 8,JAWA BARAT,KOTA BEKASI,SMA,B,95.45,0.25
305,20103305,SMAN 64 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.44,0.25
306,20328867,SMA NEGERI 01,JAWA TENGAH,KOTA SEMARANG,SMA,B,95.42,0.25
307,20224139,SMA NEGERI 2 CIMAHI,JAWA BARAT,KOTA CIMAHI,SMA,B,95.41,0.25
308,20315697,SMA NEGERI 1 REMBANG,JAWA TENGAH,KAB. REMBANG,SMA,B,95.39,0.25
309,20220273,SMKN 1 BOGOR,JAWA BARAT,KOTA BOGOR,SMK,B,95.38,0.25
310,11002197,SMAN 3 BATAM,KEPULAUAN RIAU,KOTA BATAM,SMA,B,95.36,0.25
311,20330281,SMAN 1 GOMBONG,JAWA TENGAH,KAB. KEBUMEN,SMA,B,95.35,0.25
312,20401315,SMKN 2 DEPOK,DI YOGYAKARTA,KAB. SLEMAN,SMK,B,95.33,0.25
313,20325299,SMAN 1 SLAWI,JAWA TENGAH,KAB. TEGAL,SMA,B,95.32,0.25
314,20502727,SMAN 1 SOOKO,JAWA TIMUR,KAB. MOJOKERTO,SMA,B,95.3,0.25
315,40307369,SMAS KATOLIK RAJAWALI,SULAWESI SELATAN,KOTA MAKASSAR,SMA,B,95.29,0.25
316,20514344,SMAN 1 TALUN,JAWA TIMUR,KAB. BLITAR,SMA,B,95.27,0.25
317,20525854,SMAN 1 GENTENG,JAWA TIMUR,KAB. BANYUWANGI,SMA,B,95.26,0.25
318,20363283,MAS MUALLIMAAT MUHAMMADIYAH,DI YOGYAKARTA,KOTA YOGYAKARTA,MA,B,95.24,0.25
319,20623275,MAN 2 KOTA SERANG,BANTEN,KOTA SERANG,MA,B,95.23,0.25
320,20103308,SMAN 59 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.21,0.25
321,20101585,SMAN 94 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,B,95.2,0.25
322,20321425,SMK NEGERI 1 TEMANGGUNG,JAWA TENGAH,KAB. TEMANGGUNG,SMK,B,95.18,0.25
323,20101584,SMAN 95 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,B,95.17,0.25
324,20363211,MAS AL IRSYAD,JAWA TENGAH,KAB. SEMARANG,MA,B,95.15,0.25
325,20303987,SMAN 1 BANJARNEGARA,JAWA TENGAH,KAB. BANJARNEGARA,SMA,B,95.14,0.25
326,69946479,SMA EDU GLOBAL,JAWA BARAT,KOTA BANDUNG,SMA,B,95.12,0.25
327,20103297,SMAN 42 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.11,0.25
328,20505008,SMAN 2 TUBAN,JAWA TIMUR,KAB. TUBAN,SMA,B,95.09,0.25
329,69977033,SMA Islam Al Azhar 19,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.08,0.25
330,20103291,SMAN 104 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,95.06,0.25
331,20306176,SMAN 2 PURWOREJO,JAWA TENGAH,KAB. PURWOREJO,SMA,B,95.05,0.25
332,20400374,SMA NEGERI 1 PUNDONG,DI YOGYAKARTA,KAB. BANTUL,SMA,B,95.03,0.25
333,20269747,SMA NURUL FIKRI BOARDING SCHOOL LEMBANG,JAWA BARAT,KAB. BANDUNG BARAT,SMA,B,95.02,0.25
334,20500479,SMAN 1 GRESIK,JAWA TIMUR,KAB. GRESIK,SMA,B,95.0,0.25
335,20532242,SMAN 1 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,94.98,0.25
336,10816430,MAN 2 PONTIANAK,KALIMANTAN BARAT,KOTA PONTIANAK,MA,B,94.97,0.25
337,20310425,SMAN 1 KARTASURA,JAWA TENGAH,KAB. SUKOHARJO,SMA,B,94.95,0.25
338,20103300,SMAN 88 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,94.94,0.25
339,20219309,SMAN 5 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,B,94.92,0.25
340,20500477,SMAN 1 MANYAR,JAWA TIMUR,KAB. GRESIK,SMA,B,94.91,0.25
341,20309680,SMAN 1 KARANGANOM,JAWA TENGAH,KAB. KLATEN,SMA,B,94.89,0.25
342,20212956,SMA NEGERI 2 KUNINGAN,JAWA BARAT,KAB. KUNINGAN,SMA,B,94.88,0.25
343,20100211,SMAN 4 JAKARTA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,B,94.86,0.25
344,20328448,SMAN 2 SALATIGA,JAWA TENGAH,KOTA SALATIGA,SMA,B,94.85,0.25
345,20307714,SMAN 1 KOTA MUNGKID,JAWA TENGAH,KAB. MAGELANG,SMA,B,94.83,0.25
346,10403792,SMAN PINTAR,RIAU,KAB. KUANTAN SINGINGI,SMA,B,94.82,0.25
347,20218351,SMAN 1 TAMBUN SELATAN,JAWA BARAT,KAB. BEKASI,SMA,B,94.8,0.25
348,20238516,SMAN 2 BOGOR,JAWA BARAT,KOTA BOGOR,SMA,B,94.79,0.25
349,20533667,SMAN 4,JAWA TIMUR,KOTA MALANG,SMA,B,94.77,0.25
350,20219271,SMAN 1 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,B,94.76,0.25
351,20532231,SMAN 20 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,94.74,0.25
352,69986335,SMA IT AT TAUFIQ,JAWA BARAT,KOTA BOGOR,SMA,B,94.73,0.25
353,20532246,SMAN 13 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,94.71,0.25
354,20533661,SMAN 10,JAWA TIMUR,KOTA MALANG,SMA,B,94.7,0.25
355,20223044,SMAN 5 BEKASI,JAWA BARAT,KOTA BEKASI,SMA,B,94.68,0.25
356,20517786,SMAS AR ROHMAH DAU,JAWA TIMUR,KAB. MALANG,SMA,B,94.67,0.25
357,20328939,SMA NEGERI 09,JAWA TENGAH,KOTA SEMARANG,SMA,B,94.65,0.25
358,10400870,SMAS CENDANA MANDAU,RIAU,KAB. BENGKALIS,SMA,B,94.64,0.25
359,20354028,SMAN 1 SRAGEN,JAWA TENGAH,KAB. SRAGEN,SMA,B,94.62,0.25
360,30401487,SMAN 5 BALIKPAPAN SELATAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,SMA,B,94.61,0.25
361,50103181,SMAS K SANTO YOSEPH DENPASAR,BALI,KOTA DENPASAR,SMA,B,94.59,0.25
362,20517733,SMAN 1 SINGOSARI,JAWA TIMUR,KAB. MALANG,SMA,B,94.58,0.25
363,20503413,SMA NEGERI 3 JOMBANG,JAWA TIMUR,KAB. JOMBANG,SMA,B,94.56,0.25
364,20311334,SMAN 1 WONOGIRI,JAWA TENGAH,KAB. WONOGIRI,SMA,B,94.55,0.25
365,20519299,SMAN 1 PANDAAN,JAWA TIMUR,KAB. PASURUAN,SMA,B,94.53,0.25
366,20100212,SMAN 35 JAKARTA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,B,94.52,0.25
367,30201848,SMAN 1 PANGKALAN BUN,KALIMANTAN TENGAH,KAB. KOTAWARINGIN BARAT,SMA,B,94.5,0.25
368,11000360,SMAN 1 BATAM,KEPULAUAN RIAU,KOTA BATAM,SMA,B,94.49,0.25
369,20501705,SMAN 1 TAMAN,JAWA TIMUR,KAB. SIDOARJO,SMA,B,94.47,0.25
370,20580089,MAN 1 KOTA MALANG,JAWA TIMUR,KOTA MALANG,MA,B,94.46,0.25
371,10210903,SMAS METHODIST 2 MEDAN,SUMATERA UTARA,KOTA MEDAN,SMA,B,94.44,0.25
372,20310421,SMAN 3 SUKOHARJO,JAWA TENGAH,KAB. SUKOHARJO,SMA,B,94.43,0.25
373,20253130,SMAS IT AL BINA,JAWA BARAT,KAB. BEKASI,SMA,B,94.41,0.25
374,69883506,SMA GARUDA CENDEKIA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,94.4,0.25
375,20219253,SMAN 20 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,B,94.38,0.25
376,20411891,MAN 3 SLEMAN,DI YOGYAKARTA,KAB. SLEMAN,MA,B,94.37,0.25
377,69897124,SMA ISLAM AL AZHAR 14,JAWA TENGAH,KOTA SEMARANG,SMA,B,94.35,0.25
378,69956310,MAN INSAN CENDEKIA ACEH TIMUR,ACEH,KAB. ACEH TIMUR,MA,B,94.34,0.25
379,20219312,SMAN 4 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,B,94.32,0.25
380,20533639,SMAN 7,JAWA TIMUR,KOTA MALANG,SMA,B,94.31,0.25
381,20320387,SMA NEGERI 1 AMBARAWA,JAWA TENGAH,KAB. SEMARANG,SMA,B,94.29,0.25
382,69829549,SMA SYUBBANUL WATHON,JAWA TENGAH,KAB. MAGELANG,SMA,B,94.28,0.25
383,20328879,SMA NEGERI 11,JAWA TENGAH,KOTA SEMARANG,SMA,B,94.26,0.25
384,20238517,SMAN 5 BOGOR,JAWA BARAT,KOTA BOGOR,SMA,B,94.25,0.25
385,20403227,SMAS BOPKRI 1,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,B,94.23,0.25
386,20532217,SMAN 17 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,94.22,0.25
387,20514347,SMAN 1 SRENGAT,JAWA TIMUR,KAB. BLITAR,SMA,B,94.2,0.25
388,60724851,SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN,DI YOGYAKARTA,KAB. SLEMAN,SMA,B,94.19,0.25
389,50103124,SMAN 4 DENPASAR,BALI,KOTA DENPASAR,SMA,B,94.17,0.25
390,30401067,SMA Negeri 10 Samarinda,KALIMANTAN TIMUR,KOTA SAMARINDA,SMA,B,94.16,0.25
391,69859740,SMA ISLAM SABILILLAH,JAWA TIMUR,KOTA MALANG,SMA,B,94.14,0.25
392,20328898,SMA NEGERI 15,JAWA TENGAH,KOTA SEMARANG,SMA,B,94.13,0.25
393,69762788,SMAN 3 TARUTUNG,SUMATERA UTARA,KAB. TAPANULI UTARA,SMA,B,94.11,0.25
394,20220322,SMAS BINA INSANI,JAWA BARAT,KOTA BOGOR,SMA,B,94.1,0.25
395,20400380,SMA NEGERI 2 BANGUNTAPAN,DI YOGYAKARTA,KAB. BANTUL,SMA,B,94.08,0.25
396,20404171,SMAS IT ABU BAKAR,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,B,94.07,0.25
397,20532247,SMAN 4 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,94.05,0.25
398,20102564,SMAN 87 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,94.04,0.25
399,20257102,SMAS IT THORIQ BIN ZIYAD,JAWA BARAT,KAB. BEKASI,SMA,B,94.02,0.25
400,20328891,SMA NEGERI 07,JAWA TENGAH,KOTA SEMARANG,SMA,B,94.01,0.25
401,20330331,SMKN 1 KARANGANYAR,JAWA TENGAH,KAB. KEBUMEN,SMK,C,93.99,0.05
402,10303500,SMAN 3 PADANG,SUMATERA BARAT,KOTA PADANG,SMA,C,93.98,0.05
403,20533653,SMAN 5,JAWA TIMUR,KOTA MALANG,SMA,C,93.96,0.05
404,20224113,SMA NEGERI 1 CIMAHI,JAWA BARAT,KOTA CIMAHI,SMA,C,93.95,0.05
405,10603853,SMA NEGERI 06 PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,SMA,C,93.93,0.05
406,70006118,SMA STRADA BHAKTI WIYATA,JAWA BARAT,KOTA BEKASI,SMA,C,93.92,0.05
407,20507733,SMAN 1 MEJAYAN,JAWA TIMUR,KAB. MADIUN,SMA,C,93.9,0.05
408,20402788,SMK NEGERI 1 PENGASIH,DI YOGYAKARTA,KAB. KULON PROGO,SMK,C,93.89,0.05
409,50102079,SMAN 1 GIANYAR,BALI,KAB. GIANYAR,SMA,C,93.87,0.05
410,20402128,SMKN 1 WONOSARI,DI YOGYAKARTA,KAB. GUNUNG KIDUL,SMK,C,93.86,0.05
411,69967607,SMA AL-AZHAR SYIFA BUDI SOLO,JAWA TENGAH,KOTA SURAKARTA,SMA,C,93.84,0.05
412,20603368,SMAN 3 KOTA TANGERANG SELATAN,BANTEN,KOTA TANGERANG SELATAN,SMA,C,93.83,0.05
413,20401133,SMAN 2 SLEMAN,DI YOGYAKARTA,KAB. SLEMAN,SMA,C,93.81,0.05
414,20224124,SMA SANTA MARIA 3,JAWA BARAT,KOTA CIMAHI,SMA,C,93.8,0.05
415,69937250,SPM ULYA KULLIYATUL MU`ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,JAWA TIMUR,KAB. PONOROGO,Paket C,C,93.78,0.05
416,20277093,MAN 1 KOTA BEKASI,JAWA BARAT,KOTA BEKASI,MA,C,93.77,0.05
417,20219243,SMAN 11 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,C,93.75,0.05
418,20177927,MAN 7 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,MA,C,93.74,0.05
419,40310832,SMA NEGERI 5 PAREPARE,SULAWESI SELATAN,KOTA PAREPARE,SMA,C,93.72,0.05
420,20219738,SMAS BPI 1 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,C,93.71,0.05
421,20103289,SMAN 106 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,C,93.69,0.05
422,20403157,SMAS MUHAMMADIYAH 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,C,93.68,0.05
423,20223818,SMAN 2 KOTA DEPOK,JAWA BARAT,KOTA DEPOK,SMA,C,93.66,0.05
424,50103127,SMAN 1 DENPASAR,BALI,KOTA DENPASAR,SMA,C,93.65,0.05
425,20501701,SMAN 3 SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,SMA,C,93.63,0.05
426,69960983,SMA ISLAM TERPADU AULIYA,BANTEN,KOTA TANGERANG SELATAN,SMA,C,93.62,0.05
427,20580291,MAN 1 JEMBER,JAWA TIMUR,KAB. JEMBER,MA,C,93.6,0.05
428,20102215,SMAN 32 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,C,93.59,0.05
429,20527233,SMAN 1 PAMEKASAN,JAWA TIMUR,KAB. PAMEKASAN,SMA,C,93.57,0.05
430,20308448,SMAN 3 BOYOLALI,JAWA TENGAH,KAB. BOYOLALI,SMA,C,93.56,0.05
431,20220330,SMAS YPHB,JAWA BARAT,KOTA BOGOR,SMA,C,93.54,0.05
432,60726806,SMAIT INSANTAMA PLUS,JAWA BARAT,KOTA BOGOR,SMA,C,93.53,0.05
433,20220325,SMAS BUDI MULIA,JAWA BARAT,KOTA BOGOR,SMA,C,93.51,0.05
434,10107194,SMAN 10 FAJAR HARAPAN BANDA ACEH,ACEH,KOTA BANDA ACEH,SMA,C,93.5,0.05
435,30105210,SMAN 1 PONTIANAK,KALIMANTAN BARAT,KOTA PONTIANAK,SMA,C,93.48,0.05
436,69823287,SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL,JAWA TENGAH,KOTA SURAKARTA,SMA,C,93.47,0.05
437,20103313,SMAN 50 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,C,93.45,0.05
438,20363060,MAN 1 SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,MA,C,93.44,0.05
439,10303499,SMAN 2 PADANG,SUMATERA BARAT,KOTA PADANG,SMA,C,93.42,0.05
440,20306811,SMK NEGERI 1 WONOSOBO,JAWA TENGAH,KAB. WONOSOBO,SMK,C,93.41,0.05
441,20103287,SMAN 11 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,C,93.39,0.05
442,20532263,SMAN 9 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,C,93.38,0.05
443,11002256,SMAN 1 BINTAN UTARA,KEPULAUAN RIAU,KAB. BINTAN,SMA,C,93.36,0.05
444,20517736,SMAN 1 TUMPANG,JAWA TIMUR,KAB. MALANG,SMA,C,93.35,0.05
