nama_ptn,kode_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,scraped_at,rasio_keketatan
Isbi Aceh,115,1115,PTN Akademik,11151001,Seni Karawitan,Sarjana,20,3.0,Seni Karawitan,2026-04-10 15:24:05,6.6667
Isbi Aceh,115,1115,PTN Akademik,11151002,Seni Tari,Sarjana,38,33.0,Tari,2026-04-10 15:24:05,1.1515
Isbi Aceh,115,1115,PTN Akademik,11151003,Seni Teater,Sarjana,15,5.0,Teater,2026-04-10 15:24:05,3.0
Isbi Aceh,115,1115,PTN Akademik,11151004,Seni Rupa Murni,Sarjana,20,14.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:24:05,1.4286
Isbi Aceh,115,1115,PTN Akademik,11151005,Kriya Seni,Sarjana,20,8.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:24:05,2.5
Isbi Aceh,115,1115,PTN Akademik,11151006,Desain Komunikasi Visual,Sarjana,40,25.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:24:05,1.6
Isbi Aceh,115,1115,PTN Akademik,11151007,Kajian Sastra Budaya,Sarjana,15,10.0,Tidak Ada,2026-04-10 15:24:05,1.5
Isbi Aceh,115,1115,PTN Akademik,11151008,Bahasa Aceh,Sarjana,15,5.0,Tidak Ada,2026-04-10 15:24:05,3.0
Isbi Aceh,115,1115,PTN Akademik,11151009,Desain Interior,Sarjana,20,4.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:24:05,5.0
Isbi Aceh,115,1115,PTN Akademik,11151010,Bahasa Mandarin,Sarjana,20,,Tidak Ada,2026-04-10 15:24:05,
Isbi Aceh,115,1115,PTN Akademik,11151011,Sejarah,Sarjana,20,,Tidak Ada,2026-04-10 15:24:05,
Universitas Sumatera Utara,121,1121,PTN Akademik,11211001,Pendidikan Dokter,Sarjana,55,1263.0,Tidak Ada,2026-04-10 15:24:07,0.0435
Universitas Sumatera Utara,121,1121,PTN Akademik,11211002,Teknik Sipil,Sarjana,38,835.0,Tidak Ada,2026-04-10 15:24:07,0.0455
Universitas Sumatera Utara,121,1121,PTN Akademik,11211003,Teknik Mesin,Sarjana,38,774.0,Tidak Ada,2026-04-10 15:24:07,0.0491
Universitas Sumatera Utara,121,1121,PTN Akademik,11211004,Teknik Elektro,Sarjana,35,636.0,Tidak Ada,2026-04-10 15:24:07,0.055
Universitas Sumatera Utara,121,1121,PTN Akademik,11211005,Teknik Industri,Sarjana,40,1410.0,Tidak Ada,2026-04-10 15:24:07,0.0284
Universitas Sumatera Utara,121,1121,PTN Akademik,11211006,Teknik Kimia,Sarjana,30,612.0,Tidak Ada,2026-04-10 15:24:07,0.049
Universitas Sumatera Utara,121,1121,PTN Akademik,11211007,Pendidikan Dokter Gigi,Sarjana,33,806.0,Tidak Ada,2026-04-10 15:24:07,0.0409
Universitas Sumatera Utara,121,1121,PTN Akademik,11211008,Matematika,Sarjana,40,377.0,Tidak Ada,2026-04-10 15:24:07,0.1061
Universitas Sumatera Utara,121,1121,PTN Akademik,11211009,Kimia,Sarjana,40,302.0,Tidak Ada,2026-04-10 15:24:07,0.1325
Universitas Sumatera Utara,121,1121,PTN Akademik,11211010,Farmasi,Sarjana,40,1753.0,Tidak Ada,2026-04-10 15:24:07,0.0228
Universitas Sumatera Utara,121,1121,PTN Akademik,11211011,Fisika,Sarjana,40,130.0,Tidak Ada,2026-04-10 15:24:07,0.3077
Universitas Sumatera Utara,121,1121,PTN Akademik,11211012,Ilmu Kesehatan Masyarakat,Sarjana,88,1520.0,Tidak Ada,2026-04-10 15:24:07,0.0579
Universitas Sumatera Utara,121,1121,PTN Akademik,11211013,Agroekoteknologi,Sarjana,75,1177.0,Tidak Ada,2026-04-10 15:24:07,0.0637
Universitas Sumatera Utara,121,1121,PTN Akademik,11211014,Keteknikan Pertanian,Sarjana,25,515.0,Tidak Ada,2026-04-10 15:24:07,0.0485
Universitas Sumatera Utara,121,1121,PTN Akademik,11211015,Biologi,Sarjana,40,311.0,Tidak Ada,2026-04-10 15:24:07,0.1286
Universitas Sumatera Utara,121,1121,PTN Akademik,11211016,Agribisnis,Sarjana,50,1043.0,Tidak Ada,2026-04-10 15:24:07,0.0479
Universitas Sumatera Utara,121,1121,PTN Akademik,11211017,Ilmu Dan Teknologi Pangan,Sarjana,25,609.0,Tidak Ada,2026-04-10 15:24:07,0.0411
Universitas Sumatera Utara,121,1121,PTN Akademik,11211018,Peternakan,Sarjana,70,522.0,Tidak Ada,2026-04-10 15:24:07,0.1341
Universitas Sumatera Utara,121,1121,PTN Akademik,11211019,Arsitektur,Sarjana,25,438.0,Tidak Ada,2026-04-10 15:24:07,0.0571
Universitas Sumatera Utara,121,1121,PTN Akademik,11211020,Ilmu Keperawatan,Sarjana,63,1290.0,Tidak Ada,2026-04-10 15:24:07,0.0488
Universitas Sumatera Utara,121,1121,PTN Akademik,11211021,Kehutanan,Sarjana,80,771.0,Tidak Ada,2026-04-10 15:24:07,0.1038
Universitas Sumatera Utara,121,1121,PTN Akademik,11211022,Ilmu Komputer,Sarjana,33,1578.0,Tidak Ada,2026-04-10 15:24:07,0.0209
Universitas Sumatera Utara,121,1121,PTN Akademik,11211023,Teknologi Informasi,Sarjana,33,1038.0,Tidak Ada,2026-04-10 15:24:07,0.0318
Universitas Sumatera Utara,121,1121,PTN Akademik,11211024,Manajemen Sumber Daya Perairan,Sarjana,25,232.0,Tidak Ada,2026-04-10 15:24:07,0.1078
Universitas Sumatera Utara,121,1121,PTN Akademik,11211025,Teknik Lingkungan,Sarjana,21,526.0,Tidak Ada,2026-04-10 15:24:07,0.0399
Universitas Sumatera Utara,121,1121,PTN Akademik,11211026,Gizi,Sarjana,22,912.0,Tidak Ada,2026-04-10 15:24:07,0.0241
Universitas Sumatera Utara,121,1121,PTN Akademik,11211027,Ilmu Hukum,Sarjana,135,1767.0,Tidak Ada,2026-04-10 15:24:07,0.0764
Universitas Sumatera Utara,121,1121,PTN Akademik,11211028,Ilmu Sejarah,Sarjana,48,206.0,Tidak Ada,2026-04-10 15:24:07,0.233
Universitas Sumatera Utara,121,1121,PTN Akademik,11211029,Antropologi Sosial,Sarjana,30,319.0,Tidak Ada,2026-04-10 15:24:07,0.094
Universitas Sumatera Utara,121,1121,PTN Akademik,11211030,Akuntansi,Sarjana,55,1488.0,Tidak Ada,2026-04-10 15:24:07,0.037
Universitas Sumatera Utara,121,1121,PTN Akademik,11211031,Sosiologi,Sarjana,42,375.0,Tidak Ada,2026-04-10 15:24:07,0.112
Universitas Sumatera Utara,121,1121,PTN Akademik,11211032,Ilmu Kesejahteraan Sosial,Sarjana,30,352.0,Tidak Ada,2026-04-10 15:24:07,0.0852
Universitas Sumatera Utara,121,1121,PTN Akademik,11211033,Ilmu Administrasi Negara,Sarjana,27,754.0,Tidak Ada,2026-04-10 15:24:07,0.0358
Universitas Sumatera Utara,121,1121,PTN Akademik,11211034,Ilmu Komunikasi,Sarjana,27,1108.0,Tidak Ada,2026-04-10 15:24:07,0.0244
Universitas Sumatera Utara,121,1121,PTN Akademik,11211035,Manajemen,Sarjana,55,1743.0,Tidak Ada,2026-04-10 15:24:07,0.0316
Universitas Sumatera Utara,121,1121,PTN Akademik,11211036,Ekonomi Pembangunan,Sarjana,44,528.0,Tidak Ada,2026-04-10 15:24:07,0.0833
Universitas Sumatera Utara,121,1121,PTN Akademik,11211037,Ilmu Politik,Sarjana,30,327.0,Tidak Ada,2026-04-10 15:24:07,0.0917
Universitas Sumatera Utara,121,1121,PTN Akademik,11211038,Sastra Indonesia,Sarjana,57,334.0,Tidak Ada,2026-04-10 15:24:07,0.1707
Universitas Sumatera Utara,121,1121,PTN Akademik,11211039,Sastra Daerah Untuk Sastra Melayu,Sarjana,38,6.0,Tidak Ada,2026-04-10 15:24:07,6.3333
Universitas Sumatera Utara,121,1121,PTN Akademik,11211040,Sastra Inggris,Sarjana,83,760.0,Tidak Ada,2026-04-10 15:24:07,0.1092
Universitas Sumatera Utara,121,1121,PTN Akademik,11211041,Sastra Daerah Untuk Sastra Batak,Sarjana,30,20.0,Tidak Ada,2026-04-10 15:24:07,1.5
Universitas Sumatera Utara,121,1121,PTN Akademik,11211042,Sastra Arab,Sarjana,70,161.0,Tidak Ada,2026-04-10 15:24:07,0.4348
Universitas Sumatera Utara,121,1121,PTN Akademik,11211043,Etno Musikologi,Sarjana,40,44.0,Etnomusikologi,2026-04-10 15:24:07,0.9091
Universitas Sumatera Utara,121,1121,PTN Akademik,11211044,Sastra Jepang,Sarjana,20,275.0,Tidak Ada,2026-04-10 15:24:07,0.0727
Universitas Sumatera Utara,121,1121,PTN Akademik,11211045,Ilmu Perpustakaan,Sarjana,40,478.0,Tidak Ada,2026-04-10 15:24:07,0.0837
Universitas Sumatera Utara,121,1121,PTN Akademik,11211046,Sastra Cina,Sarjana,20,139.0,Tidak Ada,2026-04-10 15:24:07,0.1439
Universitas Sumatera Utara,121,1121,PTN Akademik,11211047,Ilmu Administrasi Niaga/Bisnis,Sarjana,27,1005.0,Tidak Ada,2026-04-10 15:24:07,0.0269
Universitas Sumatera Utara,121,1121,PTN Akademik,11211048,Psikologi,Sarjana,63,1283.0,Tidak Ada,2026-04-10 15:24:07,0.0491
Universitas Sumatera Utara,121,1121,PTN Akademik,11211049,Kewirausahaan,Sarjana,16,341.0,Tidak Ada,2026-04-10 15:24:07,0.0469
Universitas Sumatera Utara,121,1121,PTN Akademik,11211071,Ekonomi Islam,Sarjana,17,,Tidak Ada,2026-04-10 15:24:07,
Universitas Sumatera Utara,121,1121,PTN Akademik,11211072,Teknik Pertambangan,Sarjana,15,,Tidak Ada,2026-04-10 15:24:07,
Universitas Sumatera Utara,121,1121,PTN Akademik,11211073,Teknik Logistik,Sarjana,15,,Tidak Ada,2026-04-10 15:24:07,
Universitas Sumatera Utara,121,1121,PTN Akademik,11211074,Perencanaan Wilayah Dan Kota,Sarjana,15,,Tidak Ada,2026-04-10 15:24:07,
Universitas Sumatera Utara,121,1121,PTN Akademik,11212064,Perbankan Dan Keuangan,Sarjana Terapan,46,349.0,Tidak Ada,2026-04-10 15:24:07,0.1318
Universitas Sumatera Utara,121,1121,PTN Akademik,11212065,Administrasi Perkantoran Digital,Sarjana Terapan,32,268.0,Tidak Ada,2026-04-10 15:24:07,0.1194
Universitas Sumatera Utara,121,1121,PTN Akademik,11212066,Akuntansi Sektor Publik,Sarjana Terapan,44,159.0,Tidak Ada,2026-04-10 15:24:07,0.2767
Universitas Sumatera Utara,121,1121,PTN Akademik,11212067,Statistika,Sarjana Terapan,40,230.0,Tidak Ada,2026-04-10 15:24:07,0.1739
Universitas Sumatera Utara,121,1121,PTN Akademik,11212068,Kimia Terapan,Sarjana Terapan,32,41.0,Tidak Ada,2026-04-10 15:24:07,0.7805
Universitas Sumatera Utara,121,1121,PTN Akademik,11212069,Manajemen Bisnis Pariwisata,Sarjana Terapan,40,414.0,Tidak Ada,2026-04-10 15:24:07,0.0966
Universitas Sumatera Utara,121,1121,PTN Akademik,11212070,Teknologi Rekayasa Instrumentasi,Sarjana Terapan,40,45.0,Tidak Ada,2026-04-10 15:24:07,0.8889
Universitas Sumatera Utara,121,1121,PTN Akademik,11213050,Metrologi Dan Instrumentasi,Diploma Tiga,36,31.0,Tidak Ada,2026-04-10 15:24:07,1.1613
Universitas Sumatera Utara,121,1121,PTN Akademik,11213054,Administrasi Perpajakan,Diploma Tiga,40,337.0,Tidak Ada,2026-04-10 15:24:07,0.1187
Universitas Sumatera Utara,121,1121,PTN Akademik,11213056,Bahasa Jepang,Diploma Tiga,20,65.0,Tidak Ada,2026-04-10 15:24:07,0.3077
Universitas Sumatera Utara,121,1121,PTN Akademik,11213058,Analis Farmasi Dan Makanan,Diploma Tiga,24,274.0,Tidak Ada,2026-04-10 15:24:07,0.0876
Universitas Sumatera Utara,121,1121,PTN Akademik,11213059,Bahasa Inggris,Diploma Tiga,40,87.0,Tidak Ada,2026-04-10 15:24:07,0.4598
Universitas Sumatera Utara,121,1121,PTN Akademik,11213060,Teknik Informatika,Diploma Tiga,40,420.0,Tidak Ada,2026-04-10 15:24:07,0.0952
Universitas Negeri Medan,122,1122,PTN Akademik,11221001,Pendidikan Matematika,Sarjana,67,649.0,Tidak Ada,2026-04-10 15:24:10,0.1032
Universitas Negeri Medan,122,1122,PTN Akademik,11221002,Pendidikan Biologi,Sarjana,72,603.0,Tidak Ada,2026-04-10 15:24:10,0.1194
Universitas Negeri Medan,122,1122,PTN Akademik,11221003,Pendidikan Fisika,Sarjana,69,266.0,Tidak Ada,2026-04-10 15:24:10,0.2594
Universitas Negeri Medan,122,1122,PTN Akademik,11221004,Pendidikan Kimia,Sarjana,90,377.0,Tidak Ada,2026-04-10 15:24:10,0.2387
Universitas Negeri Medan,122,1122,PTN Akademik,11221005,Pendidikan Teknik Bangunan,Sarjana,47,90.0,Tidak Ada,2026-04-10 15:24:10,0.5222
Universitas Negeri Medan,122,1122,PTN Akademik,11221006,Pendidikan Teknik Mesin,Sarjana,51,227.0,Tidak Ada,2026-04-10 15:24:10,0.2247
Universitas Negeri Medan,122,1122,PTN Akademik,11221007,Pendidikan Teknik Elektro,Sarjana,46,151.0,Tidak Ada,2026-04-10 15:24:10,0.3046
Universitas Negeri Medan,122,1122,PTN Akademik,11221008,Kimia,Sarjana,43,251.0,Tidak Ada,2026-04-10 15:24:10,0.1713
Universitas Negeri Medan,122,1122,PTN Akademik,11221009,Biologi,Sarjana,59,315.0,Tidak Ada,2026-04-10 15:24:10,0.1873
Universitas Negeri Medan,122,1122,PTN Akademik,11221010,Ilmu Keolahragaan,Sarjana,77,184.0,Olahraga,2026-04-10 15:24:10,0.4185
Universitas Negeri Medan,122,1122,PTN Akademik,11221011,Matematika,Sarjana,46,278.0,Tidak Ada,2026-04-10 15:24:10,0.1655
Universitas Negeri Medan,122,1122,PTN Akademik,11221012,Fisika,Sarjana,33,101.0,Tidak Ada,2026-04-10 15:24:10,0.3267
Universitas Negeri Medan,122,1122,PTN Akademik,11221013,Pendidikan Teknik Otomotif,Sarjana,51,189.0,Tidak Ada,2026-04-10 15:24:10,0.2698
Universitas Negeri Medan,122,1122,PTN Akademik,11221014,Gizi,Sarjana,54,1060.0,Tidak Ada,2026-04-10 15:24:10,0.0509
Universitas Negeri Medan,122,1122,PTN Akademik,11221015,Teknik Elektro,Sarjana,46,501.0,Tidak Ada,2026-04-10 15:24:10,0.0918
Universitas Negeri Medan,122,1122,PTN Akademik,11221016,Teknik Sipil,Sarjana,51,599.0,Tidak Ada,2026-04-10 15:24:10,0.0851
Universitas Negeri Medan,122,1122,PTN Akademik,11221017,Pendidikan Teknologi Informatika Dan Komputer,Sarjana,51,668.0,Tidak Ada,2026-04-10 15:24:10,0.0763
Universitas Negeri Medan,122,1122,PTN Akademik,11221018,Ilmu Komputer,Sarjana,48,1163.0,Tidak Ada,2026-04-10 15:24:10,0.0413
Universitas Negeri Medan,122,1122,PTN Akademik,11221019,Pendidikan Ipa,Sarjana,43,322.0,Tidak Ada,2026-04-10 15:24:10,0.1335
Universitas Negeri Medan,122,1122,PTN Akademik,11221021,Pendidikan Sejarah,Sarjana,62,491.0,Tidak Ada,2026-04-10 15:24:10,0.1263
Universitas Negeri Medan,122,1122,PTN Akademik,11221022,Pend. Pancasila & Kewarganegaraan (Ppkn),Sarjana,62,571.0,Tidak Ada,2026-04-10 15:24:10,0.1086
Universitas Negeri Medan,122,1122,PTN Akademik,11221023,Pendidikan Geografi,Sarjana,62,444.0,Tidak Ada,2026-04-10 15:24:10,0.1396
Universitas Negeri Medan,122,1122,PTN Akademik,11221024,"Pend. Jasmani, Kesehatan & Rekreasi",Sarjana,117,615.0,Olahraga,2026-04-10 15:24:10,0.1902
Universitas Negeri Medan,122,1122,PTN Akademik,11221025,Pendidikan Kepelatihan Olahraga (Pko),Sarjana,117,438.0,Olahraga,2026-04-10 15:24:10,0.2671
Universitas Negeri Medan,122,1122,PTN Akademik,11221026,Pendidikan Luar Sekolah (Pls),Sarjana,41,123.0,Tidak Ada,2026-04-10 15:24:10,0.3333
Universitas Negeri Medan,122,1122,PTN Akademik,11221027,Pendidikan Ekonomi,Sarjana,39,411.0,Tidak Ada,2026-04-10 15:24:10,0.0949
Universitas Negeri Medan,122,1122,PTN Akademik,11221028,Manajemen,Sarjana,51,1356.0,Tidak Ada,2026-04-10 15:24:10,0.0376
Universitas Negeri Medan,122,1122,PTN Akademik,11221029,Akuntansi,Sarjana,46,916.0,Tidak Ada,2026-04-10 15:24:10,0.0502
Universitas Negeri Medan,122,1122,PTN Akademik,11221030,Pendidikan Bahasa Dan Sastra Indonesia,Sarjana,85,1047.0,Tidak Ada,2026-04-10 15:24:10,0.0812
Universitas Negeri Medan,122,1122,PTN Akademik,11221031,Pendidikan Bahasa Inggris,Sarjana,86,796.0,Tidak Ada,2026-04-10 15:24:10,0.108
Universitas Negeri Medan,122,1122,PTN Akademik,11221032,Pendidikan Bahasa Perancis,Sarjana,43,40.0,Tidak Ada,2026-04-10 15:24:10,1.075
Universitas Negeri Medan,122,1122,PTN Akademik,11221033,Pendidikan Bahasa Jerman,Sarjana,47,116.0,Tidak Ada,2026-04-10 15:24:10,0.4052
Universitas Negeri Medan,122,1122,PTN Akademik,11221034,Pendidikan Seni Rupa,Sarjana,40,124.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:24:10,0.3226
Universitas Negeri Medan,122,1122,PTN Akademik,11221035,Sastra Indonesia,Sarjana,51,273.0,Tidak Ada,2026-04-10 15:24:10,0.1868
Universitas Negeri Medan,122,1122,PTN Akademik,11221036,Sastra Inggris,Sarjana,51,383.0,Tidak Ada,2026-04-10 15:24:10,0.1332
Universitas Negeri Medan,122,1122,PTN Akademik,11221038,Pendidikan Guru Sekolah Dasar (Pgsd),Sarjana,144,2915.0,Tidak Ada,2026-04-10 15:24:10,0.0494
Universitas Negeri Medan,122,1122,PTN Akademik,11221039,Pendidikan Tata Boga,Sarjana,46,536.0,Tidak Ada,2026-04-10 15:24:10,0.0858
Universitas Negeri Medan,122,1122,PTN Akademik,11221040,Pendidikan Tata Rias,Sarjana,51,545.0,Tidak Ada,2026-04-10 15:24:10,0.0936
Universitas Negeri Medan,122,1122,PTN Akademik,11221041,Pendidikan Antropologi,Sarjana,62,352.0,Tidak Ada,2026-04-10 15:24:10,0.1761
Universitas Negeri Medan,122,1122,PTN Akademik,11221042,Pend. Guru Pendidikan Anak Usia Dini,Sarjana,72,475.0,Tidak Ada,2026-04-10 15:24:10,0.1516
Universitas Negeri Medan,122,1122,PTN Akademik,11221043,Pendidikan Bimbingan Dan Konseling,Sarjana,72,1147.0,Tidak Ada,2026-04-10 15:24:10,0.0628
Universitas Negeri Medan,122,1122,PTN Akademik,11221044,Pendidikan Akuntansi,Sarjana,39,292.0,Tidak Ada,2026-04-10 15:24:10,0.1336
Universitas Negeri Medan,122,1122,PTN Akademik,11221046,Pendidikan Administrasi Perkantoran,Sarjana,39,607.0,Tidak Ada,2026-04-10 15:24:10,0.0643
Universitas Negeri Medan,122,1122,PTN Akademik,11221047,Pendidikan Bisnis,Sarjana,39,296.0,Tidak Ada,2026-04-10 15:24:10,0.1318
Universitas Negeri Medan,122,1122,PTN Akademik,11221048,Pendidikan Tari,Sarjana,55,211.0,Tari,2026-04-10 15:24:10,0.2607
Universitas Negeri Medan,122,1122,PTN Akademik,11221049,Pendidikan Musik,Sarjana,59,202.0,Musik,2026-04-10 15:24:10,0.2921
Universitas Negeri Medan,122,1122,PTN Akademik,11221050,Pendidikan Tata Busana,Sarjana,46,582.0,Tidak Ada,2026-04-10 15:24:10,0.079
Universitas Negeri Medan,122,1122,PTN Akademik,11221051,Seni Pertunjukan,Sarjana,22,24.0,Sendratasik,2026-04-10 15:24:10,0.9167
Universitas Negeri Medan,122,1122,PTN Akademik,11221052,Ilmu Ekonomi,Sarjana,39,451.0,Tidak Ada,2026-04-10 15:24:10,0.0865
Universitas Negeri Medan,122,1122,PTN Akademik,11221053,Bisnis Digital,Sarjana,39,414.0,Tidak Ada,2026-04-10 15:24:10,0.0942
Universitas Negeri Medan,122,1122,PTN Akademik,11221054,Kewirausahaan,Sarjana,39,396.0,Tidak Ada,2026-04-10 15:24:10,0.0985
Universitas Negeri Medan,122,1122,PTN Akademik,11221057,Arsitektur,Sarjana,41,328.0,Tidak Ada,2026-04-10 15:24:10,0.125
Universitas Negeri Medan,122,1122,PTN Akademik,11221058,Statistika,Sarjana,41,330.0,Tidak Ada,2026-04-10 15:24:10,0.1242
Universitas Negeri Medan,122,1122,PTN Akademik,11221059,Sains Informasi Geografi,Sarjana,15,84.0,Tidak Ada,2026-04-10 15:24:10,0.1786
Universitas Negeri Medan,122,1122,PTN Akademik,11221060,Hukum Bisnis,Sarjana,15,161.0,Tidak Ada,2026-04-10 15:24:10,0.0932
Universitas Negeri Medan,122,1122,PTN Akademik,11221061,Kedokteran,Sarjana,13,,Tidak Ada,2026-04-10 15:24:10,
Universitas Negeri Medan,122,1122,PTN Akademik,11222056,Manajemen Konstruksi,Sarjana Terapan,51,139.0,Tidak Ada,2026-04-10 15:24:10,0.3669
Universitas Negeri Medan,122,1122,PTN Akademik,11223055,Teknik Mesin,Diploma Tiga,41,216.0,Tidak Ada,2026-04-10 15:24:10,0.1898
Universitas Riau,131,1131,PTN Akademik,11311001,Fisika,Sarjana,36,109.0,Tidak Ada,2026-04-10 15:24:13,0.3303
Universitas Riau,131,1131,PTN Akademik,11311002,Kimia,Sarjana,36,265.0,Tidak Ada,2026-04-10 15:24:13,0.1358
Universitas Riau,131,1131,PTN Akademik,11311003,Matematika,Sarjana,27,168.0,Tidak Ada,2026-04-10 15:24:13,0.1607
Universitas Riau,131,1131,PTN Akademik,11311004,Biologi,Sarjana,36,242.0,Tidak Ada,2026-04-10 15:24:13,0.1488
Universitas Riau,131,1131,PTN Akademik,11311005,Manajemen Sumberdaya Perairan,Sarjana,43,126.0,Tidak Ada,2026-04-10 15:24:13,0.3413
Universitas Riau,131,1131,PTN Akademik,11311006,Budidaya Perairan,Sarjana,52,128.0,Tidak Ada,2026-04-10 15:24:13,0.4062
Universitas Riau,131,1131,PTN Akademik,11311007,Ilmu Kelautan,Sarjana,46,163.0,Tidak Ada,2026-04-10 15:24:13,0.2822
Universitas Riau,131,1131,PTN Akademik,11311008,Teknologi Hasil Perikanan,Sarjana,43,100.0,Tidak Ada,2026-04-10 15:24:13,0.43
Universitas Riau,131,1131,PTN Akademik,11311009,Pemanfaatan Sumberdaya Perikanan,Sarjana,37,90.0,Tidak Ada,2026-04-10 15:24:13,0.4111
Universitas Riau,131,1131,PTN Akademik,11311010,Agrobisnis Perikanan,Sarjana,34,104.0,Tidak Ada,2026-04-10 15:24:13,0.3269
Universitas Riau,131,1131,PTN Akademik,11311011,Agroteknologi,Sarjana,60,868.0,Tidak Ada,2026-04-10 15:24:13,0.0691
Universitas Riau,131,1131,PTN Akademik,11311012,Agribisnis,Sarjana,36,743.0,Tidak Ada,2026-04-10 15:24:13,0.0485
Universitas Riau,131,1131,PTN Akademik,11311013,Teknologi Hasil Pertanian,Sarjana,24,322.0,Tidak Ada,2026-04-10 15:24:13,0.0745
Universitas Riau,131,1131,PTN Akademik,11311014,Kehutanan,Sarjana,36,397.0,Tidak Ada,2026-04-10 15:24:13,0.0907
Universitas Riau,131,1131,PTN Akademik,11311015,Teknik Sipil,Sarjana,36,820.0,Tidak Ada,2026-04-10 15:24:13,0.0439
Universitas Riau,131,1131,PTN Akademik,11311016,Teknik Kimia,Sarjana,31,592.0,Tidak Ada,2026-04-10 15:24:13,0.0524
Universitas Riau,131,1131,PTN Akademik,11311017,Teknik Mesin,Sarjana,34,694.0,Tidak Ada,2026-04-10 15:24:13,0.049
Universitas Riau,131,1131,PTN Akademik,11311018,Teknik Elektro,Sarjana,36,600.0,Tidak Ada,2026-04-10 15:24:13,0.06
Universitas Riau,131,1131,PTN Akademik,11311019,Kedokteran,Sarjana,48,1434.0,Tidak Ada,2026-04-10 15:24:13,0.0335
Universitas Riau,131,1131,PTN Akademik,11311020,Ilmu Keperawatan,Sarjana,63,1749.0,Tidak Ada,2026-04-10 15:24:13,0.036
Universitas Riau,131,1131,PTN Akademik,11311021,Pendidikan Matematika,Sarjana,24,458.0,Tidak Ada,2026-04-10 15:24:13,0.0524
Universitas Riau,131,1131,PTN Akademik,11311022,Pendidikan Biologi,Sarjana,24,478.0,Tidak Ada,2026-04-10 15:24:13,0.0502
Universitas Riau,131,1131,PTN Akademik,11311023,Pendidikan Fisika,Sarjana,24,166.0,Tidak Ada,2026-04-10 15:24:13,0.1446
Universitas Riau,131,1131,PTN Akademik,11311024,Pendidikan Kimia,Sarjana,24,222.0,Tidak Ada,2026-04-10 15:24:13,0.1081
Universitas Riau,131,1131,PTN Akademik,11311025,Teknik Lingkungan,Sarjana,27,690.0,Tidak Ada,2026-04-10 15:24:13,0.0391
Universitas Riau,131,1131,PTN Akademik,11311026,Arsitektur,Sarjana,28,331.0,Tidak Ada,2026-04-10 15:24:13,0.0846
Universitas Riau,131,1131,PTN Akademik,11311027,Sistem Informasi,Sarjana,48,955.0,Tidak Ada,2026-04-10 15:24:13,0.0503
Universitas Riau,131,1131,PTN Akademik,11311028,Teknik Informatika,Sarjana,36,1502.0,Tidak Ada,2026-04-10 15:24:13,0.024
Universitas Riau,131,1131,PTN Akademik,11311029,Teknologi Industri Pertanian,Sarjana,24,392.0,Tidak Ada,2026-04-10 15:24:13,0.0612
Universitas Riau,131,1131,PTN Akademik,11311030,Statistika,Sarjana,27,253.0,Tidak Ada,2026-04-10 15:24:13,0.1067
Universitas Riau,131,1131,PTN Akademik,11311031,Hubungan Internasional,Sarjana,57,441.0,Tidak Ada,2026-04-10 15:24:13,0.1293
Universitas Riau,131,1131,PTN Akademik,11311032,Ilmu Pemerintahan,Sarjana,63,607.0,Tidak Ada,2026-04-10 15:24:13,0.1038
Universitas Riau,131,1131,PTN Akademik,11311033,Ilmu Administrasi Publik,Sarjana,49,789.0,Tidak Ada,2026-04-10 15:24:13,0.0621
Universitas Riau,131,1131,PTN Akademik,11311034,Ilmu Administrasi Bisnis,Sarjana,52,1357.0,Tidak Ada,2026-04-10 15:24:13,0.0383
Universitas Riau,131,1131,PTN Akademik,11311035,Sosiologi,Sarjana,57,448.0,Tidak Ada,2026-04-10 15:24:13,0.1272
Universitas Riau,131,1131,PTN Akademik,11311036,Ilmu Komunikasi,Sarjana,63,1181.0,Tidak Ada,2026-04-10 15:24:13,0.0533
Universitas Riau,131,1131,PTN Akademik,11311038,Ekonomi Pembangunan,Sarjana,48,386.0,Tidak Ada,2026-04-10 15:24:13,0.1244
Universitas Riau,131,1131,PTN Akademik,11311039,Manajemen,Sarjana,108,1811.0,Tidak Ada,2026-04-10 15:24:13,0.0596
Universitas Riau,131,1131,PTN Akademik,11311040,Akuntansi,Sarjana,93,1463.0,Tidak Ada,2026-04-10 15:24:13,0.0636
Universitas Riau,131,1131,PTN Akademik,11311041,Ilmu Hukum,Sarjana,124,1156.0,Tidak Ada,2026-04-10 15:24:13,0.1073
Universitas Riau,131,1131,PTN Akademik,11311042,Pendidikan Ekonomi,Sarjana,36,391.0,Tidak Ada,2026-04-10 15:24:13,0.0921
Universitas Riau,131,1131,PTN Akademik,11311043,Pendidikan Pancasila Dan Kewarganegaraan,Sarjana,24,530.0,Tidak Ada,2026-04-10 15:24:13,0.0453
